VTX, IDX, POSITION.x, POSITION.y, POSITION.z, POSITION.w, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD0.z, TEXCOORD0.w, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD1.z, TEXCOORD1.w, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD2.z, TEXCOORD2.w, TEXCOORD3.x, TEXCOORD3.y, TEXCOORD3.z, TEXCOORD3.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w
70, 21,  0.10461,  0.02081,  0.53613,  1.00, -0.19685, -0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.1451,  0.69804,  0.18039,  0.32941,  0.1451,  0.69804,  0.18039,  0.32941,  0.1451,  0.69804,  0.18039,  0.32941,  0.1451,  0.69804,  0.18039,  0.32941,  0.1451,  0.69804,  0.18039,  0.32941,  0.1451
71, 24,  0.10663, -5.96046E-08,  0.53613,  1.00, -0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196
72, 24,  0.10663, -5.96046E-08,  0.53613,  1.00, -0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196
73, 23,  0.20923, -5.96046E-08,  0.50488,  1.00, -0.38583,  0.00, -0.92126,  0.00,  0.69804,  0.19608,  0.00392,  0.50196,  0.69804,  0.19608,  0.00392,  0.50196,  0.69804,  0.19608,  0.00392,  0.50196,  0.69804,  0.19608,  0.00392,  0.50196,  0.69804,  0.19608,  0.00392,  0.50196,  0.69804,  0.19608,  0.00392,  0.50196
74, 26,  0.2052, -0.0408,  0.50488,  1.00, -0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275
75, 24,  0.10663, -5.96046E-08,  0.53613,  1.00, -0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196
76, 26,  0.2052, -0.0408,  0.50488,  1.00, -0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275
77, 27,  0.10461, -0.02081,  0.53613,  1.00, -0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706
78, 28,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
79, 24,  0.10663, -5.96046E-08,  0.53613,  1.00, -0.20472,  0.00, -0.97638,  0.00,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196,  0.82745,  0.18039,  0.00392,  0.50196
80, 27,  0.10461, -0.02081,  0.53613,  1.00, -0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706
81, 27,  0.10461, -0.02081,  0.53613,  1.00, -0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706
82, 26,  0.2052, -0.0408,  0.50488,  1.00, -0.37795,  0.07874, -0.92126,  0.00,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275,  0.56863,  0.19608,  0.22353,  0.66275
83, 29,  0.19324, -0.08008,  0.50488,  1.00, -0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843
84, 27,  0.10461, -0.02081,  0.53613,  1.00, -0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706
85, 29,  0.19324, -0.08008,  0.50488,  1.00, -0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843
86, 30,  0.09851, -0.0408,  0.53613,  1.00, -0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275
87, 31,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
88, 27,  0.10461, -0.02081,  0.53613,  1.00, -0.19685,  0.03937, -0.97638,  0.00,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706,  0.69804,  0.18039,  0.32941,  0.64706
89, 30,  0.09851, -0.0408,  0.53613,  1.00, -0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275
90, 30,  0.09851, -0.0408,  0.53613,  1.00, -0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275
91, 29,  0.19324, -0.08008,  0.50488,  1.00, -0.3622,  0.14961, -0.92126,  0.00,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843,  0.18431,  0.19608,  0.12549,  0.67843
92, 32,  0.17395, -0.11621,  0.50488,  1.00, -0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627
93, 30,  0.09851, -0.0408,  0.53613,  1.00, -0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275
94, 32,  0.17395, -0.11621,  0.50488,  1.00, -0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627
95, 33,  0.08868, -0.05927,  0.53613,  1.00, -0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059
96, 34,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
97, 30,  0.09851, -0.0408,  0.53613,  1.00, -0.18898,  0.07874, -0.97638,  0.00,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275,  0.30588,  0.18039,  0.22353,  0.66275
98, 33,  0.08868, -0.05927,  0.53613,  1.00, -0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059
99, 33,  0.08868, -0.05927,  0.53613,  1.00, -0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059
100, 32,  0.17395, -0.11621,  0.50488,  1.00, -0.32283,  0.2126, -0.92126,  0.00,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627,  0.56863,  0.19216,  0.43922,  0.68627
101, 35,  0.14795, -0.14795,  0.50488,  1.00, -0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902
102, 33,  0.08868, -0.05927,  0.53613,  1.00, -0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059
103, 35,  0.14795, -0.14795,  0.50488,  1.00, -0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902
104, 36,  0.07544, -0.07544,  0.53613,  1.00, -0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451
105, 37,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
106, 33,  0.08868, -0.05927,  0.53613,  1.00, -0.16535,  0.11024, -0.97638,  0.00,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059,  0.67843,  0.17647,  0.58824,  0.67059
107, 36,  0.07544, -0.07544,  0.53613,  1.00, -0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451
108, 36,  0.07544, -0.07544,  0.53613,  1.00, -0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451
109, 35,  0.14795, -0.14795,  0.50488,  1.00, -0.27559,  0.27559, -0.92126,  0.00,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902,  0.73725,  0.18824,  0.73725,  0.6902
110, 38,  0.11621, -0.17395,  0.50488,  1.00, -0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412
111, 36,  0.07544, -0.07544,  0.53613,  1.00, -0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451
112, 38,  0.11621, -0.17395,  0.50488,  1.00, -0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412
113, 39,  0.05927, -0.08868,  0.53613,  1.00, -0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843
114, 40,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
115, 36,  0.07544, -0.07544,  0.53613,  1.00, -0.14173,  0.14173, -0.97638,  0.00,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451,  0.83137,  0.17255,  0.83137,  0.67451
116, 39,  0.05927, -0.08868,  0.53613,  1.00, -0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843
117, 39,  0.05927, -0.08868,  0.53613,  1.00, -0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843
118, 38,  0.11621, -0.17395,  0.50488,  1.00, -0.2126,  0.32283, -0.92126,  0.00,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412,  0.43922,  0.18431,  0.56863,  0.69412
119, 41,  0.08008, -0.19324,  0.50488,  1.00, -0.14961,  0.3622, -0.92126,  0.00,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804
120, 39,  0.05927, -0.08868,  0.53613,  1.00, -0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843
121, 41,  0.08008, -0.19324,  0.50488,  1.00, -0.14961,  0.3622, -0.92126,  0.00,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804
122, 42,  0.0408, -0.09851,  0.53613,  1.00, -0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235
123, 43,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
124, 39,  0.05927, -0.08868,  0.53613,  1.00, -0.11024,  0.16535, -0.97638,  0.00,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843,  0.58824,  0.16863,  0.67843,  0.67843
125, 42,  0.0408, -0.09851,  0.53613,  1.00, -0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235
126, 42,  0.0408, -0.09851,  0.53613,  1.00, -0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235
127, 41,  0.08008, -0.19324,  0.50488,  1.00, -0.14961,  0.3622, -0.92126,  0.00,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804,  0.12549,  0.17647,  0.18431,  0.69804
128, 44,  0.0408, -0.2052,  0.50488,  1.00, -0.07874,  0.37795, -0.92126,  0.00,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804
129, 42,  0.0408, -0.09851,  0.53613,  1.00, -0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235
130, 44,  0.0408, -0.2052,  0.50488,  1.00, -0.07874,  0.37795, -0.92126,  0.00,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804
131, 45,  0.02081, -0.10461,  0.53613,  1.00, -0.03937,  0.19685, -0.97638,  0.00,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235
132, 46,  0.00,  0.00,  0.54688,  1.00,  0.00,  0.00, -1.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00,  0.00
133, 42,  0.0408, -0.09851,  0.53613,  1.00, -0.07874,  0.18898, -0.97638,  0.00,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235,  0.22353,  0.16078,  0.30588,  0.68235
134, 45,  0.02081, -0.10461,  0.53613,  1.00, -0.03937,  0.19685, -0.97638,  0.00,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235
135, 45,  0.02081, -0.10461,  0.53613,  1.00, -0.03937,  0.19685, -0.97638,  0.00,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235
136, 44,  0.0408, -0.2052,  0.50488,  1.00, -0.07874,  0.37795, -0.92126,  0.00,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804,  0.22353,  0.16078,  0.56863,  0.69804
137, 47, -1.78814E-07, -0.20923,  0.50488,  1.00,  0.00,  0.38583, -0.92126,  0.00,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804
138, 45,  0.02081, -0.10461,  0.53613,  1.00, -0.03937,  0.19685, -0.97638,  0.00,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235,  0.32941,  0.1451,  0.69804,  0.68235
139, 47, -1.78814E-07, -0.20923,  0.50488,  1.00,  0.00,  0.38583, -0.92126,  0.00,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804,  0.01176,  0.50196,  0.69804,  0.69804
140, 48, -1.19209E-07, -0.10663,  0.53613,  1.00,  0.00,  0.20472, -0.97638,  0.00,  0.00784,  0.50196,  0.82745,  0.68235,  0.00784,  0.50196,  0.82745,  0.68235,  0.00784,  0.50196,  0.82745,  0.68235,  0.00784,  0.50196,  0.82745,  0.68235,  0.00784,  0.50196,  0.82745,  0.68235,  0.00784,  0.50196,  0.82745,  0.68235
